,Query,Database,Length,Evalue
4292367,prophageARI-0285-3.new.fa,13353_7_73,1538,0.0
4292369,prophageARI-0285-3.new.fa,13353_7_48,1519,0.0
4292372,prophageARI-0285-3.new.fa,12838_1_90,1538,0.0
4292381,prophageARI-0285-3.new.fa,12299_1_86,1519,0.0
4292382,prophageARI-0285-3.new.fa,12291_5_56,1519,0.0
4292383,prophageARI-0285-3.new.fa,12291_5_24,1519,0.0
4292385,prophageARI-0285-3.new.fa,12291_3_66,1519,0.0
4292388,prophageARI-0285-3.new.fa,11860_4_17,1538,0.0
4292390,prophageARI-0285-3.new.fa,11679_1_94,1519,0.0
4292391,prophageARI-0285-3.new.fa,11679_1_88,1519,0.0
4292392,prophageARI-0285-3.new.fa,11679_1_36,1538,0.0
4292394,prophageARI-0285-3.new.fa,11657_4_38,1538,0.0
4292399,prophageARI-0285-3.new.fa,11511_8_67,1519,0.0
4292405,prophageARI-0285-3.new.fa,7622_3_86,1519,0.0
4292468,prophageARI-0285-3.new.fa,6569_8_15,1519,0.0
4292471,prophageARI-0285-3.new.fa,6512_6_12,1519,0.0
4292472,prophageARI-0285-3.new.fa,6512_5_12,1519,0.0
4292474,prophageARI-0285-3.new.fa,6486_7_20,1519,0.0
4292492,prophageARI-0285-3.new.fa,21946_6_89,1519,0.0
4292708,prophageARI-0285-3.new.fa,13414_3_77,1519,0.0
4292709,prophageARI-0285-3.new.fa,13414_1_60,1519,0.0
4292763,prophageARI-0285-3.new.fa,11893_1_85,1519,0.0
4292782,prophageARI-0285-3.new.fa,10071_4_3,1519,0.0
4292787,prophageARI-0285-3.new.fa,19183_3_21,1519,0.0
4292790,prophageARI-0285-3.new.fa,17794_8_76,1519,0.0
4292791,prophageARI-0285-3.new.fa,17794_8_59,1519,0.0
4292792,prophageARI-0285-3.new.fa,17794_8_44,1519,0.0
4292793,prophageARI-0285-3.new.fa,17794_8_34,1519,0.0
4292794,prophageARI-0285-3.new.fa,17794_7_38,1519,0.0
4292795,prophageARI-0285-3.new.fa,17794_7_25,1519,0.0
4292796,prophageARI-0285-3.new.fa,17428_8_174,1519,0.0
4292797,prophageARI-0285-3.new.fa,17428_8_160,1519,0.0
4292798,prophageARI-0285-3.new.fa,17428_8_147,1519,0.0
4292800,prophageARI-0285-3.new.fa,17428_8_131,1519,0.0
4292801,prophageARI-0285-3.new.fa,17428_8_121,1519,0.0
4292803,prophageARI-0285-3.new.fa,16453_2_35,1519,0.0
4292804,prophageARI-0285-3.new.fa,16399_6_76,1519,0.0
4292808,prophageARI-0285-3.new.fa,15531_6_8,1519,0.0
4292812,prophageARI-0285-3.new.fa,15531_5_74,1519,0.0
4292816,prophageARI-0285-3.new.fa,14520_5_44,1519,0.0
4292823,prophageARI-0285-3.new.fa,7622_5_83,1538,0.0
4292825,prophageARI-0285-3.new.fa,7622_4_32,1538,0.0
4292826,prophageARI-0285-3.new.fa,7622_3_87,1538,0.0
4292827,prophageARI-0285-3.new.fa,7622_3_63,1538,0.0
4292828,prophageARI-0285-3.new.fa,7622_2_15,1519,0.0
4292829,prophageARI-0285-3.new.fa,7553_6_5,1538,0.0
4292830,prophageARI-0285-3.new.fa,7553_4_48,1538,0.0
4292833,prophageARI-0285-3.new.fa,7553_4_16,1538,0.0
4292834,prophageARI-0285-3.new.fa,7001_3_5,1538,0.0
4292835,prophageARI-0285-3.new.fa,7001_2_20,1538,0.0
4292836,prophageARI-0285-3.new.fa,7001_1_15,1538,0.0
4292837,prophageARI-0285-3.new.fa,7001_1_12,1538,0.0
4292838,prophageARI-0285-3.new.fa,6999_6_14,1538,0.0
4292839,prophageARI-0285-3.new.fa,6999_4_15,1538,0.0
4292840,prophageARI-0285-3.new.fa,6925_2_90,1538,0.0
4292844,prophageARI-0285-3.new.fa,21127_1_72,1538,0.0
4292845,prophageARI-0285-3.new.fa,19084_8_51,1538,0.0
4292846,prophageARI-0285-3.new.fa,19084_8_177,1538,0.0
4292877,prophageARI-0285-3.new.fa,15873_3_71,1538,0.0
4292884,prophageARI-0285-3.new.fa,15873_2_2,1538,0.0
4292896,prophageARI-0285-3.new.fa,14673_3_87,1519,0.0
4292897,prophageARI-0285-3.new.fa,14673_3_66,1538,0.0
4292898,prophageARI-0285-3.new.fa,14673_1_68,1519,0.0
4292905,prophageARI-0285-3.new.fa,14520_4_7,1519,0.0
4292910,prophageARI-0285-3.new.fa,13710_1_52,1538,0.0
4292912,prophageARI-0285-3.new.fa,11893_8_30,1538,0.0
4292922,prophageARI-0285-3.new.fa,7622_3_75,1538,0.0
4295015,prophageARI-0285-3.new.fa,7622_5_49,1538,0.0
4295016,prophageARI-0285-3.new.fa,7553_5_61,1519,0.0
4295017,prophageARI-0285-3.new.fa,6569_8_19,1538,0.0
4295022,prophageARI-0285-3.new.fa,14673_3_35,1519,0.0
4295024,prophageARI-0285-3.new.fa,13710_2_43,1538,0.0
4295201,prophageARI-0285-3.new.fa,7553_5_77,1519,0.0
4295202,prophageARI-0285-3.new.fa,6925_1_60,1538,0.0
4295331,prophageARI-0285-3.new.fa,13154_3_55,1533,0.0
4295358,prophageARI-0285-3.new.fa,7011_3_22,1538,0.0
4295412,prophageARI-0285-3.new.fa,16043_2_77,1538,0.0
4295582,prophageARI-0285-3.new.fa,9789_2_80,1519,0.0
4295583,prophageARI-0285-3.new.fa,22027_1_67,1538,0.0
4295584,prophageARI-0285-3.new.fa,22027_1_22,1519,0.0
4295588,prophageARI-0285-3.new.fa,17870_8_129,1519,0.0
4295589,prophageARI-0285-3.new.fa,17870_8_110,1519,0.0
4295590,prophageARI-0285-3.new.fa,17870_7_92,1519,0.0
4295591,prophageARI-0285-3.new.fa,17870_7_106,1519,0.0
4295592,prophageARI-0285-3.new.fa,17428_8_115,1519,0.0
4295594,prophageARI-0285-3.new.fa,17175_7_85,1519,0.0
4295595,prophageARI-0285-3.new.fa,17175_7_84,1519,0.0
4295597,prophageARI-0285-3.new.fa,17175_6_54,1519,0.0
4295605,prophageARI-0285-3.new.fa,17175_4_87,1519,0.0
4295606,prophageARI-0285-3.new.fa,17175_4_45,1519,0.0
4295607,prophageARI-0285-3.new.fa,17175_4_32,1519,0.0
4295611,prophageARI-0285-3.new.fa,17150_4_89,1519,0.0
4295612,prophageARI-0285-3.new.fa,17138_4_91,1519,0.0
4295613,prophageARI-0285-3.new.fa,17138_4_59,1519,0.0
4295614,prophageARI-0285-3.new.fa,17138_4_41,1538,0.0
4295616,prophageARI-0285-3.new.fa,17059_8_27,1519,0.0
4295617,prophageARI-0285-3.new.fa,17059_7_40,1519,0.0
4295618,prophageARI-0285-3.new.fa,16399_7_9,1519,0.0
4295619,prophageARI-0285-3.new.fa,16399_6_49,1519,0.0
4295620,prophageARI-0285-3.new.fa,15995_2_83,1519,0.0
4295625,prophageARI-0285-3.new.fa,15841_4_47,1519,0.0
4295628,prophageARI-0285-3.new.fa,15841_1_75,1519,0.0
4295629,prophageARI-0285-3.new.fa,15531_6_4,1519,0.0
4295630,prophageARI-0285-3.new.fa,15531_5_4,1519,0.0
4295631,prophageARI-0285-3.new.fa,15531_3_12,1519,0.0
4295632,prophageARI-0285-3.new.fa,15378_4_20,1519,0.0
4295636,prophageARI-0285-3.new.fa,15277_3_71,1519,0.0
4295640,prophageARI-0285-3.new.fa,14936_4_54,1519,0.0
4295641,prophageARI-0285-3.new.fa,14936_4_38,1519,0.0
4295643,prophageARI-0285-3.new.fa,14913_7_25,1519,0.0
4295645,prophageARI-0285-3.new.fa,14913_5_22,1519,0.0
4295648,prophageARI-0285-3.new.fa,14913_4_34,1538,0.0
4295651,prophageARI-0285-3.new.fa,14723_3_71,1519,0.0
4295654,prophageARI-0285-3.new.fa,14566_5_10,1519,0.0
4295656,prophageARI-0285-3.new.fa,14555_4_80,1538,0.0
4295666,prophageARI-0285-3.new.fa,14410_7_81,1519,0.0
4295669,prophageARI-0285-3.new.fa,13415_8_41,1519,0.0
4295672,prophageARI-0285-3.new.fa,13415_5_75,1519,0.0
4295673,prophageARI-0285-3.new.fa,13415_5_52,1538,0.0
4295674,prophageARI-0285-3.new.fa,13415_5_44,1519,0.0
4295678,prophageARI-0285-3.new.fa,12837_5_46,1519,0.0
4295680,prophageARI-0285-3.new.fa,12837_2_16,1519,0.0
4295683,prophageARI-0285-3.new.fa,12291_6_16,1519,0.0
4295684,prophageARI-0285-3.new.fa,12290_3_66,1519,0.0
4295699,prophageARI-0285-3.new.fa,18090_5_40,1520,0.0
4295700,prophageARI-0285-3.new.fa,17175_8_73,1520,0.0
4295701,prophageARI-0285-3.new.fa,17175_8_59,1520,0.0
4295702,prophageARI-0285-3.new.fa,17175_6_25,1520,0.0
4295703,prophageARI-0285-3.new.fa,17138_4_15,1520,0.0
4295704,prophageARI-0285-3.new.fa,17059_7_83,1520,0.0
4295705,prophageARI-0285-3.new.fa,15841_2_70,1520,0.0
4295707,prophageARI-0285-3.new.fa,14913_4_28,1520,0.0
4295708,prophageARI-0285-3.new.fa,14913_4_26,1520,0.0
4329864,prophageARI-0378.fa,7553_5_93,23770,0.0
4329869,prophageARI-0378.fa,14566_6_15,20604,0.0
4329877,prophageARI-0378.fa,14723_6_53,20639,0.0
4329884,prophageARI-0378.fa,11860_4_39,20632,0.0
4329886,prophageARI-0378.fa,14410_8_83,20627,0.0
4329894,prophageARI-0378.fa,23164_8_130,20600,0.0
4329910,prophageARI-0378.fa,14723_1_80,20652,0.0
4329914,prophageARI-0378.fa,17870_7_97,20632,0.0
4329920,prophageARI-0378.fa,17175_6_90,20632,0.0
4329927,prophageARI-0378.fa,12162_1_88,20632,0.0
4329929,prophageARI-0378.fa,9789_5_39,20632,0.0
4329935,prophageARI-0378.fa,15378_4_50,20635,0.0
4329941,prophageARI-0378.fa,10395_5_47,20635,0.0
4329954,prophageARI-0378.fa,7553_5_73,20262,0.0
4329955,prophageARI-0378.fa,12290_3_40,20491,0.0
4329960,prophageARI-0378.fa,16288_6_68,20536,0.0
4329968,prophageARI-0378.fa,13415_6_33,20673,0.0
4329987,prophageARI-0378.fa,19183_3_79,20098,0.0
4329992,prophageARI-0378.fa,18456_1_53,20098,0.0
4329998,prophageARI-0378.fa,17966_5_25,20101,0.0
4330008,prophageARI-0378.fa,14520_6_27,19993,0.0
4330013,prophageARI-0378.fa,10395_5_46,19993,0.0
4330020,prophageARI-0378.fa,14723_3_84,19989,0.0
4330021,prophageARI-0378.fa,14936_6_51,19984,0.0
4330026,prophageARI-0378.fa,14723_3_68,19984,0.0
4330031,prophageARI-0378.fa,13415_7_46,19691,0.0
4330041,prophageARI-0378.fa,7553_5_54,19613,0.0
4330087,prophageARI-0378.fa,14257_1_61,18617,0.0
4330095,prophageARI-0378.fa,12837_5_80,18617,0.0
4330264,prophageARI-0378.fa,14566_4_37,18235,0.0
4335534,prophageARI-0378.fa,6823_3_1,13621,0.0
4335562,prophageARI-0378.fa,6710_8_12,13621,0.0
4335827,prophageARI-0378.fa,14936_6_36,13622,0.0
4336278,prophageARI-0378.fa,15378_3_39,13621,0.0
4336287,prophageARI-0378.fa,14257_1_95,13622,0.0
4336308,prophageARI-0378.fa,12837_3_59,13622,0.0
4336771,prophageARI-0378.fa,14936_4_46,13500,0.0
4336876,prophageARI-0378.fa,6983_8_85,13363,0.0
4337624,prophageARI-0378.fa,13414_8_35,13629,0.0
4337855,prophageARI-0378.fa,13415_6_86,13435,0.0
4338439,prophageARI-0378.fa,6680_5_16,13642,0.0
4351006,prophageARI-0378.fa,19084_7_164,10975,0.0
4352278,prophageARI-0378.fa,11657_2_26,5260,0.0
4355001,prophageARI-0378.fa,13154_3_35,2050,0.0
4355051,prophageARI-0378.fa,17175_4_54,2592,0.0
4355274,prophageARI-0378.fa,13091_6_21,1793,0.0
4358352,prophageARI-0378.fa,13091_6_36,1253,0.0
4397535,prophageARI-0399.new.fa,6731_1_1,40223,0.0
4397538,prophageARI-0399.new.fa,6631_1_13,34352,0.0
4397541,prophageARI-0399.new.fa,6731_3_20,34351,0.0
4397543,prophageARI-0399.new.fa,6649_8_20,33524,0.0
4397546,prophageARI-0399.new.fa,15277_1_46,29500,0.0
4397552,prophageARI-0399.new.fa,6630_2_3,24930,0.0
4397555,prophageARI-0399.new.fa,6731_3_24,22381,0.0
4397559,prophageARI-0399.new.fa,16288_4_43,22382,0.0
4397566,prophageARI-0399.new.fa,6730_5_17,22139,0.0
4397570,prophageARI-0399.new.fa,16288_3_56,22082,0.0
4397573,prophageARI-0399.new.fa,23495_7_5,23525,0.0
4397576,prophageARI-0399.new.fa,6938_6_13,20835,0.0
4397585,prophageARI-0399.new.fa,6983_8_94,19676,0.0
4397586,prophageARI-0399.new.fa,6823_4_8,18181,0.0
4397587,prophageARI-0399.new.fa,15841_5_89,18164,0.0
4397592,prophageARI-0399.new.fa,17794_7_28,18214,0.0
4397599,prophageARI-0399.new.fa,16288_6_83,18350,0.0
4397608,prophageARI-0399.new.fa,22841_2_181,17816,0.0
4397613,prophageARI-0399.new.fa,6649_7_18,16363,0.0
4397614,prophageARI-0399.new.fa,6925_2_89,17373,0.0
4397618,prophageARI-0399.new.fa,14723_1_86,17439,0.0
4397632,prophageARI-0399.new.fa,10395_5_3,17439,0.0
4397639,prophageARI-0399.new.fa,6259_5_7,17381,0.0
4397641,prophageARI-0399.new.fa,17175_6_56,17560,0.0
4397689,prophageARI-0399.new.fa,13415_8_7,17440,0.0
4397695,prophageARI-0399.new.fa,13415_5_19,17440,0.0
4397699,prophageARI-0399.new.fa,13415_7_18,17442,0.0
4397705,prophageARI-0399.new.fa,13414_2_75,17440,0.0
4397720,prophageARI-0399.new.fa,16288_8_81,17379,0.0
4397724,prophageARI-0399.new.fa,17175_7_46,17441,0.0
4397728,prophageARI-0399.new.fa,14913_4_51,17447,0.0
4397734,prophageARI-0399.new.fa,6259_5_6,17251,0.0
4397736,prophageARI-0399.new.fa,22667_7_148,17372,0.0
4397741,prophageARI-0399.new.fa,13414_3_17,17372,0.0
4397745,prophageARI-0399.new.fa,13414_2_65,17372,0.0
4397748,prophageARI-0399.new.fa,12291_5_69,17372,0.0
4397752,prophageARI-0399.new.fa,12291_4_57,17375,0.0
4397756,prophageARI-0399.new.fa,11657_4_24,17375,0.0
4397759,prophageARI-0399.new.fa,11511_8_46,17375,0.0
4397762,prophageARI-0399.new.fa,11511_8_21,17372,0.0
4397766,prophageARI-0399.new.fa,15608_4_41,17372,0.0
4397770,prophageARI-0399.new.fa,13353_7_89,17375,0.0
4397775,prophageARI-0399.new.fa,16288_4_52,17442,0.0
4397780,prophageARI-0399.new.fa,14673_2_82,17375,0.0
4397785,prophageARI-0399.new.fa,22027_1_143,17344,0.0
4397794,prophageARI-0399.new.fa,7622_2_6,17320,0.0
4397797,prophageARI-0399.new.fa,17966_5_135,17311,0.0
4397805,prophageARI-0399.new.fa,6952_4_4,17330,0.0
4397810,prophageARI-0399.new.fa,14673_2_95,17289,0.0
4397814,prophageARI-0399.new.fa,13154_3_22,17286,0.0
4397817,prophageARI-0399.new.fa,15608_4_73,17286,0.0
4397821,prophageARI-0399.new.fa,13414_2_52,17281,0.0
4397824,prophageARI-0399.new.fa,13414_2_94,17281,0.0
4397827,prophageARI-0399.new.fa,12291_4_60,17276,0.0
4397830,prophageARI-0399.new.fa,11657_4_36,17275,0.0
4397833,prophageARI-0399.new.fa,15608_2_62,17275,0.0
4397836,prophageARI-0399.new.fa,22841_4_42,17443,0.0
4397843,prophageARI-0399.new.fa,7038_6_20,17045,0.0
4397849,prophageARI-0399.new.fa,11658_1_18,17300,0.0
4397871,prophageARI-0399.new.fa,13414_3_41,17040,0.0
4397874,prophageARI-0399.new.fa,14673_1_6,17380,0.0
4397942,prophageARI-0399.new.fa,15608_3_23,17402,0.0
4397945,prophageARI-0399.new.fa,13414_4_38,16915,0.0
4397984,prophageARI-0399.new.fa,11679_1_29,16878,0.0
4398012,prophageARI-0399.new.fa,14673_4_71,16604,0.0
4399246,prophageARI-0399.new.fa,19183_3_66,16609,0.0
4399250,prophageARI-0399.new.fa,15531_4_89,16609,0.0
4399254,prophageARI-0399.new.fa,14410_7_68,16609,0.0
4399258,prophageARI-0399.new.fa,14410_7_57,16609,0.0
4399262,prophageARI-0399.new.fa,14410_7_20,16609,0.0
4399266,prophageARI-0399.new.fa,11658_1_82,16609,0.0
4399330,prophageARI-0399.new.fa,14410_5_63,16604,0.0
4399332,prophageARI-0399.new.fa,14410_4_16,16604,0.0
4399395,prophageARI-0399.new.fa,11860_7_28,16698,0.0
4399593,prophageARI-0399.new.fa,21242_2_139,16610,0.0
4399944,prophageARI-0399.new.fa,6630_1_3,15078,0.0
4399979,prophageARI-0399.new.fa,6730_8_3,16043,0.0
4399980,prophageARI-0399.new.fa,11511_7_79,17409,0.0
4400029,prophageARI-0399.new.fa,6736_5_7,16138,0.0
4400060,prophageARI-0399.new.fa,14410_5_24,16107,0.0
4400062,prophageARI-0399.new.fa,14410_4_1,16110,0.0
4400266,prophageARI-0399.new.fa,16399_7_63,15971,0.0
4400279,prophageARI-0399.new.fa,16399_7_80,15967,0.0
4400390,prophageARI-0399.new.fa,9789_3_11,15745,0.0
4400451,prophageARI-0399.new.fa,15841_4_42,15637,0.0
4400507,prophageARI-0399.new.fa,17175_4_34,15656,0.0
4400579,prophageARI-0399.new.fa,22667_8_69,14978,0.0
4400581,prophageARI-0399.new.fa,17870_8_181,15824,0.0
4400604,prophageARI-0399.new.fa,17175_7_17,14865,0.0
4400610,prophageARI-0399.new.fa,21946_6_262,14866,0.0
4400629,prophageARI-0399.new.fa,16288_6_63,14904,0.0
4400631,prophageARI-0399.new.fa,16288_5_73,14904,0.0
4400643,prophageARI-0399.new.fa,15378_2_57,14551,0.0
4400656,prophageARI-0399.new.fa,6925_8_9,14242,0.0
4400664,prophageARI-0399.new.fa,6664_1_1,14150,0.0
4400672,prophageARI-0399.new.fa,6593_5_9,14150,0.0
4400683,prophageARI-0399.new.fa,19341_3_104,13858,0.0
4400688,prophageARI-0399.new.fa,19341_3_103,13858,0.0
4401744,prophageARI-0399.new.fa,15995_1_106,11796,0.0
4401763,prophageARI-0399.new.fa,12837_5_68,11790,0.0
4401797,prophageARI-0399.new.fa,21946_6_150,12082,0.0
4401915,prophageARI-0399.new.fa,17059_8_47,11779,0.0
4401924,prophageARI-0399.new.fa,17059_8_39,11785,0.0
4401932,prophageARI-0399.new.fa,12162_1_53,11779,0.0
4401938,prophageARI-0399.new.fa,9789_4_40,11791,0.0
4401949,prophageARI-0399.new.fa,17966_5_59,11779,0.0
4401954,prophageARI-0399.new.fa,17870_7_159,11779,0.0
4401959,prophageARI-0399.new.fa,17870_7_125,11779,0.0
4401965,prophageARI-0399.new.fa,17138_3_34,11779,0.0
4401970,prophageARI-0399.new.fa,17059_8_56,11779,0.0
4401975,prophageARI-0399.new.fa,17059_7_90,11779,0.0
4401981,prophageARI-0399.new.fa,15841_4_2,11791,0.0
4401986,prophageARI-0399.new.fa,15731_8_51,11791,0.0
4401997,prophageARI-0399.new.fa,15531_2_36,11791,0.0
4402005,prophageARI-0399.new.fa,15531_2_21,11779,0.0
4402010,prophageARI-0399.new.fa,15531_2_10,11779,0.0
4402017,prophageARI-0399.new.fa,15378_3_87,11791,0.0
4402022,prophageARI-0399.new.fa,15378_3_60,11779,0.0
4402027,prophageARI-0399.new.fa,15378_3_42,11779,0.0
4402032,prophageARI-0399.new.fa,14936_4_68,11791,0.0
4402039,prophageARI-0399.new.fa,14913_3_44,11779,0.0
4402045,prophageARI-0399.new.fa,14723_4_79,11791,0.0
4402049,prophageARI-0399.new.fa,14723_4_78,11779,0.0
4402055,prophageARI-0399.new.fa,14566_4_78,11779,0.0
4402062,prophageARI-0399.new.fa,14555_3_26,11779,0.0
4402068,prophageARI-0399.new.fa,14257_1_23,11779,0.0
4402072,prophageARI-0399.new.fa,13415_6_90,11779,0.0
4402076,prophageARI-0399.new.fa,13415_6_84,11791,0.0
4402083,prophageARI-0399.new.fa,13415_4_89,11791,0.0
4402087,prophageARI-0399.new.fa,13415_4_78,11779,0.0
4402094,prophageARI-0399.new.fa,12837_4_24,11779,0.0
4402111,prophageARI-0399.new.fa,17175_5_37,11791,0.0
4402117,prophageARI-0399.new.fa,17138_3_42,11779,0.0
4402122,prophageARI-0399.new.fa,15995_2_80,11791,0.0
4402134,prophageARI-0399.new.fa,15841_1_42,11791,0.0
4402141,prophageARI-0399.new.fa,15378_4_3,11791,0.0
4402146,prophageARI-0399.new.fa,13415_7_23,11791,0.0
4402152,prophageARI-0399.new.fa,12291_6_32,11779,0.0
4402158,prophageARI-0399.new.fa,12162_1_4,11791,0.0
4402164,prophageARI-0399.new.fa,14913_4_37,11779,0.0
4402171,prophageARI-0399.new.fa,15995_2_154,11779,0.0
4402185,prophageARI-0399.new.fa,20925_3_29,12010,0.0
4402218,prophageARI-0399.new.fa,15995_2_122,11791,0.0
4402225,prophageARI-0399.new.fa,15873_1_44,11791,0.0
4402266,prophageARI-0399.new.fa,14257_1_67,11798,0.0
4402337,prophageARI-0399.new.fa,11893_1_80,11526,0.0
4402355,prophageARI-0399.new.fa,22709_8_308,11540,0.0
4402522,prophageARI-0399.new.fa,22695_3_125,11307,0.0
4402557,prophageARI-0399.new.fa,21903_6_182,11307,0.0
4402574,prophageARI-0399.new.fa,22695_3_326,11307,0.0
4402589,prophageARI-0399.new.fa,6486_8_10,11311,0.0
4402617,prophageARI-0399.new.fa,17870_7_157,11327,0.0
4402623,prophageARI-0399.new.fa,21946_6_217,11245,0.0
4402635,prophageARI-0399.new.fa,14673_2_10,11223,0.0
4402651,prophageARI-0399.new.fa,6983_2_19,11264,0.0
4402656,prophageARI-0399.new.fa,6775_2_10,11264,0.0
4402678,prophageARI-0399.new.fa,6486_6_20,11209,0.0
4402690,prophageARI-0399.new.fa,21946_6_12,11207,0.0
4402705,prophageARI-0399.new.fa,6593_2_22,11261,0.0
4402710,prophageARI-0399.new.fa,6512_2_6,11261,0.0
4402721,prophageARI-0399.new.fa,6472_8_18,11261,0.0
4402745,prophageARI-0399.new.fa,15682_1_62,11261,0.0
4402754,prophageARI-0399.new.fa,21903_8_166,11228,0.0
4402760,prophageARI-0399.new.fa,15608_4_40,11228,0.0
4402766,prophageARI-0399.new.fa,15608_4_39,11228,0.0
4402772,prophageARI-0399.new.fa,11822_1_53,11225,0.0
4402777,prophageARI-0399.new.fa,13414_4_19,11228,0.0
4402797,prophageARI-0399.new.fa,21127_2_142,11306,0.0
4402820,prophageARI-0399.new.fa,11822_1_30,11228,0.0
4402887,prophageARI-0399.new.fa,12291_4_77,11128,0.0
4402910,prophageARI-0399.new.fa,11860_8_40,11200,0.0
4402916,prophageARI-0399.new.fa,9789_3_74,11178,0.0
4402921,prophageARI-0399.new.fa,9789_5_77,11170,0.0
4402940,prophageARI-0399.new.fa,14520_5_68,11265,0.0
4402947,prophageARI-0399.new.fa,11861_3_13,11170,0.0
4402952,prophageARI-0399.new.fa,21903_6_178,11090,0.0
4402956,prophageARI-0399.new.fa,15608_4_66,11154,0.0
4402962,prophageARI-0399.new.fa,21946_6_196,11229,0.0
4402970,prophageARI-0399.new.fa,21903_8_5,11229,0.0
4402976,prophageARI-0399.new.fa,21903_8_286,11229,0.0
4402982,prophageARI-0399.new.fa,11861_3_76,11226,0.0
4402988,prophageARI-0399.new.fa,22841_1_175,11150,0.0
4402994,prophageARI-0399.new.fa,11861_1_45,11164,0.0
4403000,prophageARI-0399.new.fa,6569_8_18,11175,0.0
4403004,prophageARI-0399.new.fa,15608_2_81,11146,0.0
4403026,prophageARI-0399.new.fa,11822_1_24,11128,0.0
4403035,prophageARI-0399.new.fa,6930_8_14,11117,0.0
4403044,prophageARI-0399.new.fa,19084_7_79,11290,0.0
4403051,prophageARI-0399.new.fa,6930_8_13,11117,0.0
4403122,prophageARI-0399.new.fa,11822_1_33,11230,0.0
4403249,prophageARI-0399.new.fa,9716_7_2,11234,0.0
4403259,prophageARI-0399.new.fa,15378_3_24,11234,0.0
4403267,prophageARI-0399.new.fa,12290_3_54,11234,0.0
4403275,prophageARI-0399.new.fa,11657_2_58,11226,0.0
4403301,prophageARI-0399.new.fa,15608_2_41,11130,0.0
4403308,prophageARI-0399.new.fa,17138_5_50,11305,0.0
4403351,prophageARI-0399.new.fa,16288_7_10,10841,0.0
4403436,prophageARI-0399.new.fa,22114_6_30,10958,0.0
4403466,prophageARI-0399.new.fa,22695_3_98,10842,0.0
4404158,prophageARI-0399.new.fa,11658_1_92,11240,0.0
4404214,prophageARI-0399.new.fa,22667_7_182,10701,0.0
4404225,prophageARI-0399.new.fa,14673_2_71,10731,0.0
4404564,prophageARI-0399.new.fa,22841_1_14,10615,0.0
4404602,prophageARI-0399.new.fa,14555_3_61,11336,0.0
4405251,prophageARI-0399.new.fa,7622_4_17,11243,0.0
4405599,prophageARI-0399.new.fa,14673_1_22,10501,0.0
4406048,prophageARI-0399.new.fa,17870_7_158,10595,0.0
4406097,prophageARI-0399.new.fa,12378_2_79,10573,0.0
4407059,prophageARI-0399.new.fa,15874_1_75,10508,0.0
4407333,prophageARI-0399.new.fa,14555_4_79,10001,0.0
4407950,prophageARI-0399.new.fa,15608_3_88,10696,0.0
4408199,prophageARI-0399.new.fa,22027_1_161,10696,0.0
4408459,prophageARI-0399.new.fa,14412_1_2,9959,0.0
4408797,prophageARI-0399.new.fa,13414_4_24,10471,0.0
4409961,prophageARI-0399.new.fa,17150_5_22,9935,0.0
4410206,prophageARI-0399.new.fa,21127_1_50,9517,0.0
4432044,prophageARI-0399.new.fa,14410_6_10,7804,0.0
4436663,prophageARI-0399.new.fa,13710_1_34,6402,0.0
4450669,prophageARI-0399.new.fa,21903_8_90,5057,0.0
4451073,prophageARI-0399.new.fa,21903_8_83,4914,0.0
4474277,prophageARI-0399.new.fa,11822_1_86,2032,0.0
4499252,prophageARI-0399.new.fa,12291_4_27,968,0.0
4534197,prophageARI-0455.fa,6736_5_6,17532,0.0
4534199,prophageARI-0455.fa,6631_4_15,16541,0.0
4534200,prophageARI-0455.fa,6753_3_4,16491,0.0
4534204,prophageARI-0455.fa,6680_8_5,15969,0.0
4534208,prophageARI-0455.fa,6730_5_12,15127,0.0
4534216,prophageARI-0455.fa,6972_3_17,13778,0.0
4534221,prophageARI-0455.fa,6730_8_1,13778,0.0
4534260,prophageARI-0455.fa,17794_8_52,13627,0.0
4534266,prophageARI-0455.fa,17794_8_49,13627,0.0
4534272,prophageARI-0455.fa,17794_8_48,13627,0.0
4534281,prophageARI-0455.fa,21127_1_17,13305,0.0
4534291,prophageARI-0455.fa,6807_2_8,12581,0.0
4534372,prophageARI-0455.fa,6807_3_19,12367,0.0
4534373,prophageARI-0455.fa,9789_5_7,12583,0.0
4534381,prophageARI-0455.fa,18456_1_36,12583,0.0
4534387,prophageARI-0455.fa,17870_8_121,12583,0.0
4534396,prophageARI-0455.fa,17870_7_44,12583,0.0
4534399,prophageARI-0455.fa,15378_3_82,12583,0.0
4534481,prophageARI-0455.fa,17966_5_82,13018,0.0
4534572,prophageARI-0455.fa,6805_2_7,10432,0.0
4534575,prophageARI-0455.fa,6805_7_10,10273,0.0
4570010,prophageARI-0455.fa,14520_6_42,6462,0.0
4574435,prophageARI-0455.fa,22695_3_245,6436,0.0
4574473,prophageARI-0455.fa,15682_1_4,6436,0.0
4574513,prophageARI-0455.fa,15682_2_76,6436,0.0
4581744,prophageARI-0455.fa,21903_8_90,5057,0.0
4581937,prophageARI-0455.fa,15608_3_75,4726,0.0
4582002,prophageARI-0455.fa,21903_8_83,4914,0.0
4600320,prophageARI-0455.fa,11822_1_86,2032,0.0
4601506,prophageARI-0455.fa,16288_5_7,1760,0.0
4649435,prophageARI-0460-1.new.fa,6631_6_4,35497,0.0
